cnn_output,vit_class_0,vit_class_1,target
0.9821762,0.9324495,0.0675506,0.0
0.7029956,0.94594175,0.05405837,0.0
0.67624056,0.08217869,0.91782135,0.0
0.014219103,0.00013183012,0.99986815,1.0
0.966001,0.63731974,0.36268026,1.0
0.9888676,0.9964543,0.0035457031,0.0
0.88843757,0.0007573807,0.99924266,1.0
0.97389436,0.9773192,0.022680862,0.0
0.23147215,0.00023674313,0.99976325,1.0
0.9156357,0.87755674,0.12244322,0.0
0.9930156,0.0043655746,0.9956344,1.0
0.4985184,0.9998231,0.00017705148,0.0
0.28377736,0.79883593,0.20116413,0.0
0.08782818,0.009009669,0.99099034,1.0
0.3819814,0.6769584,0.32304156,1.0
0.9540787,0.9979783,0.0020216096,0.0
0.2506577,0.9537388,0.04626115,0.0
0.84639347,0.012548748,0.9874512,1.0
0.14023012,0.9560876,0.04391234,0.0
0.33616647,0.9978375,0.0021625774,0.0
0.20075414,0.8939802,0.10601979,0.0
0.021768022,0.9747951,0.025204927,0.0
0.59875417,0.9924846,0.007515335,0.0
0.27776298,0.03846081,0.9615391,1.0
0.85377187,0.0065774308,0.9934225,1.0
0.9736496,0.6456637,0.35433638,1.0
0.0727019,0.14317136,0.85682863,1.0
0.40986606,0.008067187,0.99193275,1.0
0.98197055,0.92868274,0.071317196,0.0
0.98552215,0.9998881,0.00011179946,0.0
0.32104585,0.00037550053,0.99962455,1.0
0.03495269,0.01663215,0.98336786,1.0
0.98518085,0.2082237,0.7917762,0.0
0.38134393,0.0016582477,0.99834186,1.0
0.9769166,0.96968377,0.030316116,0.0
0.3354329,0.25143582,0.7485641,1.0
0.9629237,0.9410583,0.05894164,0.0
0.21661954,0.9826147,0.017385382,0.0
0.08499658,0.22264458,0.7773553,0.0
0.9803742,0.00022195073,0.99977803,1.0
0.71745735,0.00034498802,0.999655,1.0
0.8841522,0.9717488,0.028251212,0.0
0.36329055,0.00033371916,0.99966633,1.0
0.9712938,0.99741644,0.0025835324,0.0
0.04567929,0.9165448,0.08345521,0.0
0.08799648,0.00012001568,0.9998799,1.0
0.25850362,0.0021853496,0.99781466,1.0
0.36349773,0.9472186,0.05278131,0.0
0.31808594,0.005759968,0.99424005,1.0
0.12257206,0.123806335,0.87619364,1.0
0.9066424,0.17821267,0.8217873,1.0
0.3686595,0.03572917,0.9642707,1.0
0.9800884,0.9987743,0.0012256993,0.0
0.98236656,0.49514922,0.5048508,0.0
0.13128728,0.026437644,0.97356236,1.0
0.31919897,0.9999177,8.22946e-05,0.0
0.33264905,0.21159841,0.7884015,1.0
0.8546567,0.0021215745,0.9978784,1.0
0.10896202,6.308339e-05,0.9999369,1.0
0.08654286,2.8065491e-05,0.9999719,1.0
0.8793466,0.9999456,5.4308937e-05,0.0
0.21864583,0.52528757,0.47471237,1.0
0.42938665,0.9994601,0.00053988886,0.0
0.9806353,0.30043623,0.6995638,0.0
0.114747435,0.0008132125,0.9991868,1.0
0.10810249,0.9998974,0.000102524464,0.0
0.724337,0.99707514,0.002924783,0.0
0.52827626,0.16854207,0.83145785,1.0
0.14814119,0.99990577,9.414661e-05,0.0
0.8232947,0.79294455,0.20705533,0.0
0.35810912,0.0016637596,0.99833626,1.0
0.008847284,0.82953745,0.17046253,0.0
0.10026507,0.99622184,0.003778191,0.0
0.9831613,0.55958617,0.44041377,0.0
0.56622577,0.0017466913,0.9982533,1.0
0.63179195,0.9650647,0.034935255,0.0
0.14639962,0.0005679013,0.99943197,1.0
0.22175278,0.0016582728,0.99834174,1.0
0.9782114,0.0007290474,0.9992709,1.0
0.8772173,0.8243082,0.17569177,0.0
0.83478314,0.5591274,0.4408727,1.0
0.9725852,0.8051492,0.19485076,0.0
0.5134345,0.99754345,0.002456593,0.0
0.8437136,0.90852374,0.091476366,0.0
0.990112,0.99967825,0.00032178947,0.0
0.14174207,0.5039309,0.49606904,0.0
0.25705194,0.039591506,0.96040845,1.0
0.9876792,0.0001870818,0.99981284,1.0
0.24247971,0.6236709,0.37632906,1.0
0.96066207,0.962068,0.037931923,0.0
0.10774898,0.60155326,0.3984468,0.0
0.89786714,0.0008779575,0.999122,1.0
0.9896573,0.99985003,0.00015003515,0.0
0.96944,0.0044611124,0.99553883,1.0
0.68522805,0.3008324,0.6991676,0.0
0.1669295,0.9907208,0.0092791,0.0
0.0821108,0.9989655,0.001034446,0.0
0.30001554,0.84793234,0.1520676,0.0
0.17196889,0.050077084,0.949923,1.0
0.24531265,0.8624644,0.13753553,0.0
0.24762452,0.9912918,0.008708153,0.0
0.38840792,0.02953746,0.97046256,1.0
0.6283859,0.99914336,0.000856579,0.0
0.20595542,0.9997647,0.00023536463,0.0
0.9721327,0.0055313674,0.99446857,1.0
0.97618556,0.0010120074,0.9989879,1.0
0.97832125,0.9742314,0.02576856,0.0
0.10118126,0.99899125,0.0010088367,0.0
0.9328713,0.9842324,0.015767636,1.0
0.07047999,0.0003981296,0.9996019,1.0
0.013646627,0.000102436614,0.99989754,1.0
0.38381976,0.1606458,0.83935416,1.0
0.05785526,0.05187945,0.9481205,0.0
0.97500837,0.2859099,0.71409,1.0
0.25455445,0.0015235033,0.99847645,1.0
0.98389,0.00040035072,0.99959964,1.0
0.21745762,0.3701836,0.6298164,1.0
0.7020384,0.054316826,0.9456832,1.0
0.9214308,0.9994656,0.00053449214,0.0
0.013657863,0.00010367946,0.9998962,1.0
0.98613816,0.9904107,0.009589251,0.0
0.041389253,0.50668687,0.49331316,1.0
0.20787989,0.23093517,0.7690647,1.0
0.48288405,0.9546818,0.045318156,0.0
0.6459144,0.9214219,0.078577995,0.0
0.9755671,0.89972746,0.100272395,0.0
0.6710658,0.0022446099,0.9977553,1.0
0.93171227,0.0012824709,0.9987175,1.0
0.30449384,0.9998806,0.00011931346,0.0
0.9026804,0.4884756,0.51152444,1.0
0.15912291,0.9689731,0.031026822,0.0
0.34577635,0.9998348,0.00016514194,0.0
0.97443646,0.0017863002,0.99821377,1.0
0.25377887,0.6246724,0.37532756,1.0
0.46932134,0.9998835,0.000116506446,0.0
0.623935,0.9997245,0.0002755115,0.0
0.15647018,0.99999565,4.271201e-06,0.0
0.98706186,0.006768433,0.99323153,1.0
0.34353417,0.9999828,1.7213408e-05,0.0
0.12570855,0.99997693,2.2998172e-05,0.0
0.19733022,0.010871417,0.98912865,1.0
0.6214835,0.9999996,3.0969585e-07,0.0
0.9529805,0.5418582,0.45814186,0.0
0.9732021,0.0020144829,0.9979854,1.0
0.5769312,0.993342,0.006658014,0.0
0.974132,0.96430165,0.035698272,0.0
0.9731005,0.99986005,0.00013992503,0.0
0.9488198,0.0016252853,0.9983748,1.0
0.22855037,0.0041503706,0.9958496,1.0
0.035876818,0.32136485,0.6786351,0.0
0.98069596,0.69783014,0.30216986,1.0
0.5685749,0.004085915,0.99591404,1.0
0.20609958,0.9950468,0.004953132,0.0
0.5538069,0.74342114,0.2565788,1.0
0.9700165,0.99994606,5.39055e-05,0.0
0.16222303,0.7213047,0.27869526,0.0
0.9741261,0.9820167,0.017983338,1.0
0.9899344,0.9963343,0.0036656777,0.0
0.028721655,0.0018321397,0.9981679,1.0
0.4195153,0.067417316,0.9325827,1.0
0.098957315,0.99994093,5.9057533e-05,0.0
0.7562783,0.9997022,0.00029777444,0.0
0.17556168,0.9904441,0.009555843,0.0
0.18668346,0.0011946684,0.9988052,1.0
0.21436262,0.8871132,0.11288677,0.0
0.45524725,0.6789327,0.32106727,0.0
0.3911637,0.008684581,0.9913153,1.0
0.8888461,0.0029193915,0.9970806,1.0
0.68214494,0.9992387,0.0007612388,0.0
0.4894985,0.00040818032,0.9995919,1.0
0.6227199,7.2997595e-05,0.999927,1.0
0.51099145,0.9988736,0.0011263185,0.0
0.18133189,0.99609846,0.003901516,0.0
0.13254784,6.371305e-05,0.9999363,1.0
0.4359651,0.0018683218,0.9981317,1.0
0.97869176,0.48318082,0.5168191,0.0
0.33705786,0.6715264,0.3284736,1.0
0.9684284,0.9124821,0.08751784,0.0
0.538047,0.0030443585,0.9969557,1.0
0.17816502,0.7140815,0.2859185,1.0
0.11352209,0.009565063,0.9904349,1.0
0.1696242,0.963,0.037000027,0.0
0.9817076,0.011543754,0.9884562,1.0
0.9518138,0.9997251,0.00027496516,0.0
0.97739935,0.76293856,0.2370615,0.0
0.36133662,0.9008027,0.09919729,0.0
0.19419126,0.00052946666,0.9994706,1.0
0.46638116,0.007530035,0.99246997,1.0
0.9459406,6.3140316e-05,0.99993676,1.0
0.44775045,0.998743,0.0012570226,0.0
0.50000364,0.051954135,0.9480458,0.0
0.23560262,0.52310896,0.4768911,1.0
0.084154546,0.00023704673,0.999763,1.0
0.47503027,0.06576537,0.93423456,1.0
0.9766082,0.9996402,0.0003597303,0.0
0.14641267,0.18635727,0.81364256,1.0
0.122513324,0.0010407743,0.99895906,1.0
0.98353857,0.92287207,0.07712797,0.0
0.044304647,0.001256715,0.99874336,1.0
0.62804526,0.9996749,0.00032515675,0.0
0.14333308,0.0022298563,0.99777013,1.0
0.92820907,0.5957162,0.40428382,0.0
0.4605371,0.86646396,0.13353612,0.0
0.9833161,0.012261518,0.9877385,1.0
0.060478926,0.9139966,0.08600332,0.0
0.4686547,0.989495,0.010504984,0.0
0.6529497,0.597759,0.40224096,0.0
0.65193987,0.9997368,0.00026331792,0.0
0.08508472,0.00048773878,0.99951226,1.0
0.88730335,0.002444632,0.9975553,1.0
0.7755137,0.3118679,0.6881321,1.0
0.9621451,0.004421797,0.9955782,1.0
0.7833895,0.06929563,0.9307045,1.0
0.1280152,0.6400627,0.35993725,0.0
0.08456023,0.9675399,0.03246004,0.0
0.07151147,0.7759366,0.22406341,1.0
0.13080232,0.0036003944,0.99639964,1.0
0.50184256,0.13101195,0.8689881,0.0
0.9361946,0.93149215,0.06850795,0.0
0.14101043,0.029231064,0.9707689,1.0
0.6963254,0.99268883,0.007311089,0.0
0.1711977,0.29570073,0.7042993,1.0
0.07297317,0.0001414374,0.9998586,1.0
0.9831256,0.0017994498,0.9982006,1.0
0.9814961,0.9386796,0.061320405,1.0
0.9466345,0.97887653,0.021123476,0.0
0.9866131,8.6633285e-05,0.9999133,1.0
0.37299433,0.11794265,0.8820573,1.0
0.138309,0.0027364136,0.99726355,0.0
0.2766117,0.98968303,0.010316929,0.0
0.1857931,0.9997003,0.0002997532,0.0
0.9670387,0.46827963,0.5317204,1.0
0.9306998,0.99866295,0.0013370668,0.0
0.10114596,0.99732774,0.00267232,0.0
0.96476924,0.98016775,0.01983221,0.0
0.12090978,0.9988118,0.0011881549,0.0
0.98507714,0.0010269217,0.99897313,1.0
0.1620367,0.99654955,0.0034504593,0.0
0.6464401,0.00146589,0.998534,1.0
0.17319767,0.79306567,0.20693429,0.0
0.8886473,0.999825,0.00017507523,0.0
0.15287107,0.99993104,6.892358e-05,0.0
0.77431804,0.00080454204,0.9991955,1.0
0.97771394,0.51127464,0.4887254,1.0
0.14599255,0.00037141555,0.9996286,1.0
0.5786624,0.96778446,0.032215517,0.0
0.16093063,0.076560564,0.92343944,1.0
0.118987285,0.99452037,0.0054796697,0.0
0.31307185,0.46800062,0.53199935,1.0
0.96276456,0.99156487,0.008435079,0.0
0.08202803,0.0018002111,0.99819976,1.0
0.9772282,0.24384154,0.7561585,1.0
0.17041324,0.99655324,0.0034467492,0.0
0.532247,0.85552526,0.14447477,1.0
0.97956735,0.38022044,0.61977947,1.0
0.5787004,0.99992734,7.253815e-05,0.0
0.29420933,0.00036435187,0.9996356,1.0
0.45779073,0.0433213,0.9566786,1.0
0.046611656,0.0020332497,0.99796665,1.0
0.9827151,0.987197,0.012803141,0.0
0.17446233,0.13121371,0.86878633,1.0
0.038494945,0.99976015,0.00023984828,0.0
0.9715091,0.0005337463,0.9994663,1.0
0.34544995,0.9528135,0.047186494,0.0
0.9809857,0.018776428,0.9812235,1.0
0.93626976,0.38741308,0.612587,1.0
0.95140535,0.0020876387,0.9979124,1.0
0.9847644,0.9976749,0.0023251716,0.0
0.93042904,0.99720126,0.002798701,0.0
0.7023408,0.00057550817,0.9994246,1.0
0.08867152,0.0037750597,0.9962248,1.0
0.98103607,0.031925976,0.96807396,1.0
0.1973709,0.0003884118,0.99961156,1.0
0.8057567,0.99939716,0.0006026842,0.0
0.18205048,0.0017378961,0.9982621,1.0
0.9811705,0.9156016,0.08439827,0.0
0.97517544,0.9999804,1.956182e-05,0.0
0.12590109,0.9945942,0.005405756,0.0
0.9617398,0.9999822,1.7776076e-05,0.0
0.14324287,0.9848623,0.015137752,0.0
0.8498555,0.6180704,0.3819296,1.0
0.98006094,0.117930435,0.8820695,1.0
0.9687533,0.280685,0.71931493,1.0
0.886236,0.00013513019,0.9998648,1.0
0.28695068,0.9203888,0.07961117,0.0
0.23831786,0.68897307,0.31102696,0.0
0.9474287,0.00011867033,0.9998812,1.0
0.09819817,0.63621336,0.36378664,0.0
0.15066852,0.0009463356,0.99905366,1.0
0.7619841,0.38084084,0.61915916,1.0
0.51222235,0.9886722,0.011327763,0.0
0.18884835,0.9999791,2.0828265e-05,0.0
0.20052086,2.056233e-05,0.99997944,1.0
0.2643227,0.0011270408,0.9988729,1.0
0.9703739,0.6850118,0.3149882,0.0
0.34218466,0.96641,0.033589937,0.0
0.4018073,0.99992603,7.385856e-05,0.0
0.15546016,0.99964666,0.00035337004,0.0
0.03096779,0.91137123,0.08862882,0.0
0.26487228,4.770284e-05,0.99995226,1.0
0.8466108,0.00029423644,0.9997058,1.0
0.06042731,0.0007376145,0.99926245,1.0
0.9218338,0.00022605818,0.999774,1.0
0.93073356,0.99495345,0.005046484,0.0
0.13173155,0.4844264,0.5155736,1.0
0.8571713,0.9998057,0.00019433766,0.0
0.9850069,0.0033508805,0.9966491,1.0
0.20565109,0.018545594,0.9814545,1.0
0.17498413,0.99878573,0.0012142754,0.0
0.7713036,0.05071618,0.9492837,1.0
0.08103082,0.99796236,0.0020376875,0.0
0.9846061,0.60195684,0.39804322,1.0
0.2934009,0.99949175,0.00050819595,0.0
0.9751427,0.00050186145,0.99949807,1.0
0.18498072,0.00075942965,0.99924064,1.0
0.1806605,0.0007581371,0.9992418,1.0
0.13873175,0.20530906,0.7946909,1.0
0.99005663,0.0008871191,0.99911284,1.0
0.64399725,0.038121212,0.96187866,1.0
0.96825105,0.9617332,0.03826667,0.0
0.12069425,0.0014308391,0.99856913,1.0
0.98480475,0.038611516,0.9613885,1.0
0.13400434,0.0054842425,0.9945158,1.0
0.39623046,5.607219e-05,0.9999439,1.0
0.98356515,0.999916,8.3911735e-05,0.0
0.9856474,0.99706006,0.0029398731,0.0
0.9889517,0.99559724,0.0044027227,0.0
0.47376233,0.0008213272,0.9991787,1.0
0.98442346,0.0001958931,0.999804,1.0
0.3687357,0.003778313,0.9962217,1.0
0.04770458,0.9978903,0.0021097693,0.0
0.95519125,0.9961278,0.003872143,0.0
0.39924058,0.00035010235,0.9996499,1.0
0.40364653,0.00048121464,0.9995187,1.0
0.17237182,0.022872435,0.9771275,1.0
0.11527787,0.0022995467,0.99770045,1.0
0.9840036,0.23524834,0.7647516,1.0
0.50689864,0.99843574,0.0015641474,0.0
0.07185913,4.9881128e-05,0.9999501,1.0
0.1257117,0.00044561538,0.99955434,1.0
0.1365889,0.019201955,0.98079795,1.0
0.47322136,0.00021439148,0.99978566,1.0
0.195781,0.00043810363,0.99956185,1.0
0.6394008,0.003661078,0.99633896,1.0
0.93431365,0.6592554,0.34074464,1.0
0.32505482,0.0033777482,0.99662215,1.0
0.18015286,0.0008466907,0.9991532,1.0
0.97140455,0.9987168,0.0012832218,0.0
0.6145562,0.81122667,0.18877329,0.0
0.14705677,0.0010601535,0.9989398,1.0
0.9478639,0.0082991095,0.99170077,1.0
0.060903963,0.99983144,0.00016849909,0.0
0.4897519,0.50934875,0.49065122,0.0
0.98423445,0.8654369,0.13456315,0.0
0.9386773,0.95061934,0.049380735,0.0
0.38307345,0.997336,0.0026640517,0.0
0.45032376,0.0009319618,0.999068,1.0
0.32238814,0.9996754,0.00032456734,0.0
0.106793486,0.6331798,0.36682034,0.0
0.15623991,0.24604176,0.7539582,1.0
0.13159825,0.3727191,0.62728095,1.0
0.02554244,0.0009462968,0.99905366,1.0
0.9498249,0.658071,0.34192887,0.0
0.8584036,0.7315358,0.26846412,0.0
0.3744331,4.417461e-05,0.9999557,1.0
0.9828078,0.0020210317,0.997979,1.0
0.7396587,0.9981056,0.0018943921,0.0
0.97179306,0.98778677,0.012213101,0.0
0.6374846,0.10449423,0.8955057,1.0
0.07484823,0.99988455,0.00011542057,0.0
0.43223593,0.924797,0.07520303,0.0
0.14957647,0.0018262124,0.9981738,1.0
0.2057107,0.93805516,0.0619448,0.0
0.9421181,0.118492186,0.88150775,1.0
0.17506585,0.97959006,0.020409927,0.0
0.4189099,0.9994024,0.00059753266,0.0
0.013303017,6.797109e-05,0.999932,1.0
0.22267558,0.0032115397,0.9967885,1.0
0.9646158,0.0029916966,0.9970083,1.0
0.18499696,0.99995023,4.9681024e-05,0.0
0.98985386,0.2595281,0.74047184,1.0
0.08536189,0.3030047,0.69699526,0.0
0.20708765,0.99972975,0.0002703124,0.0
0.43341905,0.15586998,0.84413,1.0
0.27737617,0.9388345,0.061165508,0.0
0.38779983,0.9990384,0.0009615848,0.0
0.38997233,0.00022692476,0.999773,1.0
0.1328312,0.9981406,0.0018594258,0.0
0.9825656,0.0018967304,0.9981032,1.0
0.39116874,0.17954107,0.8204589,1.0
0.9637939,0.0008177766,0.99918216,1.0
0.9023138,0.058429666,0.94157034,1.0
0.96869683,0.7029492,0.29705068,0.0
0.7830684,0.00047211806,0.9995279,1.0
0.8965634,0.8491275,0.15087257,0.0
0.14518775,9.726824e-05,0.99990267,1.0
0.11560669,0.98964304,0.010357028,0.0
0.32059583,0.90028524,0.09971473,1.0
0.16865395,0.00012290866,0.9998772,1.0
0.59588146,0.0012086892,0.99879146,1.0
0.42133966,0.00043769603,0.9995623,1.0
0.98005223,0.00066316716,0.9993368,1.0
0.90827155,0.5846962,0.4153038,1.0
0.47781527,0.9927697,0.007230327,0.0
0.15512295,0.985327,0.014672944,1.0
0.12442345,0.99961096,0.00038912453,0.0
0.86261636,0.9497093,0.05029072,0.0
0.51325226,0.96091545,0.03908455,0.0
0.23537013,0.99978447,0.00021561737,0.0
0.25068504,0.10157914,0.8984209,1.0
0.34223506,0.9991348,0.00086521724,0.0
0.5062091,0.9991039,0.0008961398,0.0
0.60209554,0.9984743,0.0015257058,0.0
0.71001923,0.0004688207,0.9995311,1.0
0.94853216,0.9886372,0.011362882,0.0
0.5609301,0.84748054,0.15251951,0.0
0.3167392,0.9711142,0.028885804,0.0
0.9835675,0.026288103,0.97371197,1.0
0.98959464,0.99896765,0.0010321994,0.0
0.1582461,0.9997338,0.00026628186,0.0
0.89417875,0.7829487,0.2170513,1.0
0.59983474,0.9992253,0.000774753,0.0
0.08442206,0.015954519,0.9840455,1.0
0.23400268,0.00075467397,0.9992454,1.0
0.14477453,0.073327556,0.9266725,1.0
0.22047822,0.0004822251,0.99951774,1.0
0.44365698,0.006088333,0.9939116,1.0
0.1644292,0.003967051,0.9960329,1.0
0.6900425,0.65218,0.34782004,1.0
0.39093155,0.99520814,0.0047917706,0.0
0.9347742,0.004107225,0.9958928,1.0
0.9531381,0.023990024,0.9760101,1.0
0.24556139,0.28691575,0.7130843,0.0
0.4029126,0.0017361185,0.9982639,1.0
0.8155108,0.002567444,0.99743253,1.0
0.8972207,0.008040925,0.9919591,1.0
0.1876806,0.188732,0.8112681,1.0
0.25152466,9.50021e-05,0.99990493,1.0
0.97513056,0.0019830433,0.99801683,1.0
0.229823,0.15637593,0.8436241,1.0
0.9878275,0.9992397,0.0007603746,0.0
0.9707197,0.9993089,0.00069105095,0.0
0.17348918,0.998996,0.0010040528,0.0
0.8972601,0.14685145,0.8531486,1.0
0.08953101,0.00013497875,0.99986506,1.0
0.06783775,0.0024973701,0.99750257,1.0
0.9703508,0.99889195,0.0011081368,0.0
0.98577183,0.028627345,0.97137266,1.0
0.97964305,0.00019984269,0.9998002,1.0
0.9590762,0.9599986,0.040001363,0.0
0.30631492,0.005380182,0.99461985,1.0
0.035981722,0.89611846,0.103881516,0.0
0.37324008,0.9963708,0.0036291783,0.0
0.9789161,0.1936727,0.8063272,0.0
0.023915865,0.010561132,0.98943883,1.0
0.9648085,0.87918025,0.12081974,0.0
0.103484794,0.2945988,0.7054011,0.0
0.5186568,0.29274204,0.70725805,1.0
0.9529328,0.0040687923,0.99593115,1.0
0.39740947,0.9992516,0.00074839086,0.0
0.09001102,0.028034896,0.9719651,1.0
0.16760589,0.00033673088,0.99966323,1.0
0.8529948,0.0027612122,0.9972387,1.0
0.36591098,0.009717411,0.9902826,1.0
0.98521745,0.07603312,0.9239668,1.0
0.9232825,0.874911,0.12508889,0.0
0.39410013,0.010460569,0.98953944,1.0
0.96697026,0.019289738,0.98071027,1.0
0.87140226,0.7696267,0.23037325,1.0
0.4627646,0.0022245634,0.9977754,1.0
0.2912691,0.0012944014,0.9987056,1.0
0.9815972,0.00015186859,0.9998481,1.0
0.19012165,0.0023090919,0.9976909,1.0
0.1947402,0.9998019,0.00019815608,0.0
0.27671742,0.10520906,0.894791,0.0
0.34193963,0.38907662,0.6109233,1.0
0.97748107,0.9999971,2.8239517e-06,0.0
0.6450785,0.9925677,0.007432241,0.0
0.79786956,0.9301338,0.06986616,0.0
0.87167543,0.9994067,0.0005931849,0.0
0.13315864,0.9979997,0.0020003002,0.0
0.91402686,0.06554477,0.9344552,1.0
0.97157437,0.99959666,0.0004033033,0.0
0.09755401,0.99999577,4.160379e-06,0.0
0.026075698,0.99444073,0.0055593103,0.0
0.21643665,0.016970888,0.98302907,1.0
0.11676927,0.99630725,0.0036927266,0.0
0.34680918,0.008339901,0.99166,1.0
0.5086528,0.99269915,0.007300821,0.0
0.21120018,0.34388798,0.65611196,1.0
0.6694035,0.96369165,0.036308397,0.0
0.18750967,0.9964042,0.0035959003,0.0
0.33423123,0.9998543,0.00014582937,0.0
0.70712525,0.9646576,0.035342455,0.0
0.97139406,0.5883855,0.41161442,1.0
0.9785399,0.98517716,0.014822908,0.0
0.9702886,0.022725621,0.9772744,1.0
0.19923337,0.00013167661,0.9998684,1.0
0.9780292,0.9995385,0.0004615018,0.0
0.96313107,0.8616668,0.13833314,0.0
0.309591,0.9940998,0.005900204,0.0
0.975424,0.9996495,0.00035048305,1.0
0.061383724,0.0044722715,0.9955277,1.0
0.2161164,0.017814599,0.98218536,1.0
0.5871573,0.013129356,0.98687065,1.0
0.07190618,0.0021212334,0.99787873,1.0
0.89782363,0.00053799205,0.999462,1.0
0.10113535,0.9900397,0.009960211,0.0
0.13467783,0.9972156,0.0027843758,0.0
0.08464452,0.999479,0.0005209707,0.0
0.08661626,0.99850976,0.0014901997,0.0
0.6922569,0.8502478,0.14975214,0.0
0.18197952,0.099273205,0.9007268,1.0
0.970482,0.9816734,0.01832661,0.0
0.15127508,0.99995536,4.4531804e-05,0.0
0.11850875,0.31854415,0.6814558,0.0
0.10370664,0.005815922,0.9941841,1.0
0.87109387,0.09245309,0.9075469,1.0
0.1098746,0.00060758815,0.9993924,1.0
0.073991075,0.0007380244,0.999262,1.0
0.15821671,0.9998021,0.00019788287,0.0
0.109076515,0.0057786107,0.9942214,1.0
0.9885613,0.00012034629,0.99987954,1.0
0.088886924,0.8564566,0.14354342,0.0
0.31193066,0.0014387086,0.99856126,1.0
0.97160584,0.3113246,0.68867546,1.0
0.54199076,0.008889167,0.99111086,1.0
0.98351693,0.9999601,3.9855706e-05,0.0
0.6459927,0.0009478678,0.9990521,1.0
0.60794634,0.2953602,0.70463973,1.0
0.98376167,0.9583584,0.04164146,0.0
0.103857845,0.9996026,0.0003973481,0.0
0.12767224,0.9495478,0.05045206,0.0
0.96787727,0.00014002141,0.99986005,1.0
0.76897895,0.998291,0.0017090362,0.0
0.98843914,0.6762102,0.32378978,0.0
0.9814046,0.0013267715,0.9986732,1.0
0.974899,0.999871,0.00012899138,0.0
0.2033826,0.99549377,0.0045061824,0.0
0.094486184,0.9999948,5.1642173e-06,0.0
0.118370056,0.06368529,0.9363147,0.0
0.13006544,0.99919695,0.0008031104,0.0
0.3469429,0.0022116168,0.99778837,1.0
0.4557679,0.0028345345,0.9971655,1.0
0.9740689,0.9481497,0.05185028,0.0
0.9557722,0.00038688743,0.9996131,1.0
0.38044226,0.9999737,2.6228758e-05,0.0
0.98274136,0.86330026,0.13669972,0.0
0.98453623,0.6422846,0.3577154,0.0
0.97848946,0.9997704,0.00022961134,0.0
0.94781697,0.03228204,0.96771806,1.0
0.9684916,0.0016780059,0.99832195,1.0
0.04505988,0.16137038,0.83862954,1.0
0.44122005,0.7885499,0.21145013,0.0
0.9814304,5.8701833e-05,0.9999413,1.0
0.35310537,0.99967945,0.0003205222,0.0
0.9770945,0.058735322,0.9412646,0.0
0.006393865,0.34288272,0.65711725,0.0
0.8295086,0.38486102,0.615139,1.0
0.37180024,0.12205478,0.8779452,1.0
0.9788525,0.40346822,0.59653175,0.0
0.14696749,0.020137506,0.9798625,1.0
0.98498476,0.25958312,0.74041677,0.0
0.98275197,0.2343541,0.7656459,1.0
0.33149216,0.00010366493,0.9998962,1.0
0.98304486,0.005647578,0.9943525,1.0
0.6146025,0.99202496,0.00797506,0.0
0.96089613,0.9466783,0.053321686,0.0
0.9648182,0.6701372,0.32986274,1.0
0.16499929,0.0028807689,0.99711925,1.0
0.96940416,0.51295584,0.4870442,0.0
0.9776326,0.8303882,0.16961177,0.0
0.6102105,0.0011081744,0.99889195,1.0
0.24290034,0.91899306,0.08100701,0.0
0.63946563,0.5213885,0.47861153,1.0
0.9702663,0.9995845,0.00041550488,0.0
0.2873071,4.915098e-05,0.9999508,1.0
0.9673914,0.0019760553,0.998024,1.0
0.13894917,0.0012091686,0.99879074,1.0
0.17994864,0.0010083986,0.9989915,1.0
0.1582521,0.9992629,0.0007370945,0.0
0.028046185,0.017490685,0.9825094,1.0
0.97582006,0.04583601,0.9541639,1.0
0.093117304,0.9997742,0.00022570838,0.0
0.96513045,0.99998766,1.2283897e-05,0.0
0.18947466,0.0758448,0.92415506,1.0
0.13121867,0.21306828,0.78693175,1.0
0.8812793,0.9590256,0.040974285,0.0
0.10062719,0.9995777,0.00042234603,0.0
0.91264963,0.9968271,0.0031727427,0.0
0.03968067,0.9055303,0.09446966,1.0
0.9050911,0.101953655,0.8980463,1.0
0.07808637,0.41341257,0.5865874,1.0
0.34455454,0.9998793,0.00012057901,0.0
0.12065276,0.015222359,0.9847777,1.0
0.9880133,0.49024835,0.5097517,1.0
0.5650616,0.9996242,0.00037583217,0.0
0.9702604,0.06670083,0.9332992,1.0
0.10658081,0.20559476,0.7944053,1.0
0.1523487,0.000322589,0.9996774,1.0
0.16637912,0.9996909,0.00030910422,0.0
0.11238512,0.9829349,0.017065093,0.0
0.5108296,0.99316174,0.0068382346,0.0
0.40646935,0.0010158898,0.9989841,1.0
0.119390644,0.002366278,0.9976337,1.0
0.98262715,0.2370558,0.76294416,1.0
0.0790607,0.9578211,0.042178918,0.0
0.09556103,0.6911857,0.3088143,0.0
0.9455198,0.8409406,0.15905942,0.0
0.14773005,0.000760592,0.99923944,1.0
0.56579536,0.0032785549,0.9967215,1.0
0.2951755,0.0013257945,0.9986743,1.0
0.19026715,0.9163671,0.08363285,0.0
0.52072793,0.9906929,0.009307111,0.0
0.34913012,0.939332,0.06066796,1.0
0.88483274,0.03545093,0.96454906,1.0
0.5546897,0.012312955,0.9876872,1.0
0.98496085,0.111842446,0.88815755,1.0
0.03356184,0.8905845,0.10941543,0.0
0.8895179,0.0033176313,0.9966824,1.0
0.9736797,0.99827045,0.0017295585,0.0
0.08620862,0.9854486,0.014551449,0.0
